participant_id,age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
967,15,1,2,1,12.89712087,14,0,2,0,1,0,1,Cluster_D
1073,16,1,0,1,18.26411924,29,1,3,0,0,0,0,Cluster_E
156,16,0,0,3,17.232499,16,1,3,1,1,0,0,Cluster_C
2242,17,0,2,2,5.288085959,19,1,3,1,0,0,0,Cluster_A
1600,15,0,0,1,2.527402839,19,0,2,0,0,0,0,Cluster_E
1003,15,0,3,1,0.806504794,3,0,3,1,0,1,1,Cluster_B
1667,18,0,2,3,4.838554562,23,0,2,0,0,0,1,Cluster_E
1948,16,0,0,1,17.90133446,29,0,3,1,1,1,0,Cluster_E
1670,18,0,0,1,14.64909258,14,1,2,0,0,0,0,Cluster_D
2118,18,1,3,1,11.30147583,7,0,1,0,0,0,1,Cluster_D
2252,17,0,0,3,16.88419172,18,0,2,1,0,0,0,Cluster_B
1988,18,0,1,3,7.371249381,17,0,1,1,0,0,0,Cluster_E
1469,18,1,2,1,10.72384559,3,0,3,0,1,0,1,Cluster_B
2245,18,1,0,1,18.48708692,0,0,2,1,0,0,0,Cluster_B
1259,18,1,2,2,19.22999358,14,0,4,0,0,0,0,Cluster_D
1334,18,1,3,4,5.758681882,4,0,2,1,1,0,1,Cluster_B
1613,18,1,0,2,1.755458282,5,1,2,1,0,0,0,Cluster_C
1794,17,1,1,1,1.335005097,14,0,3,0,0,0,0,Cluster_E
2149,16,1,0,2,3.646703672,6,0,3,1,1,1,0,Cluster_B
939,16,0,1,2,8.164750387,12,0,2,0,0,0,0,Cluster_E
2151,15,1,0,3,15.10136408,15,0,2,1,1,0,1,Cluster_C
347,17,1,3,2,11.20697349,8,0,1,0,1,1,0,Cluster_C
1986,16,1,2,1,12.75860979,3,0,1,1,0,0,1,Cluster_B
2369,15,0,0,4,6.682728238,3,0,2,0,0,1,1,Cluster_B
1279,15,1,0,2,18.89969571,3,1,3,1,1,0,0,Cluster_A
386,18,0,0,2,13.27583248,6,0,3,0,0,0,0,Cluster_C
1573,16,1,0,2,2.471449812,23,0,4,0,0,0,0,Cluster_E
1472,16,1,0,2,1.822746782,15,1,1,0,0,0,0,Cluster_E
244,15,1,1,0,14.28238282,12,1,2,0,0,0,0,Cluster_D
1348,17,1,1,2,8.52812113,27,0,2,1,1,0,0,Cluster_E
937,16,1,0,1,19.47485164,26,1,3,1,0,0,1,Cluster_E
2055,17,1,0,1,9.518844351,14,0,3,1,1,0,0,Cluster_D
313,18,1,2,3,11.98555036,24,0,1,0,0,0,0,Cluster_E
2336,18,0,2,2,10.64620527,14,0,2,0,0,0,0,Cluster_B
1376,15,0,0,3,1.820726299,1,1,3,0,1,1,0,Cluster_A
969,16,1,2,1,19.01882704,1,0,0,0,0,0,0,Cluster_C
661,18,1,0,0,12.11398481,21,0,2,0,1,0,0,Cluster_E
936,15,0,1,1,6.104290603,7,0,2,1,0,0,0,Cluster_D
371,18,0,1,2,15.59063364,26,0,3,0,0,0,0,Cluster_E
567,16,0,0,2,14.71907121,13,1,4,1,0,0,0,Cluster_C
1773,15,1,1,1,4.915006244,21,0,2,0,0,0,0,Cluster_E
825,18,0,0,2,14.40535848,26,1,1,1,0,0,1,Cluster_E
983,18,1,2,1,8.045893562,17,0,3,0,1,0,0,Cluster_E
1793,17,1,0,3,11.42679057,8,0,4,0,0,0,1,Cluster_C
1609,16,1,1,2,11.3288737,22,0,3,1,0,0,0,Cluster_E
814,18,1,2,2,16.77243592,24,0,2,1,0,0,0,Cluster_E
779,18,0,1,1,17.87548376,21,1,0,0,0,0,0,Cluster_E
1053,17,1,3,3,11.7866329,12,1,1,1,0,0,0,Cluster_D
1957,16,1,2,1,10.41631172,17,1,2,0,0,0,0,Cluster_E
1014,17,0,2,4,7.296361926,21,1,2,0,0,0,0,Cluster_E
1539,16,1,3,2,17.78238711,2,0,4,0,0,0,0,Cluster_B
1902,15,0,3,0,15.2657038,7,0,1,0,0,0,0,Cluster_C
1997,16,0,0,1,0.637695904,15,1,4,1,0,0,0,Cluster_E
127,16,1,1,3,5.494100656,1,0,3,1,0,0,0,Cluster_A
888,16,1,2,1,3.395169964,12,1,4,0,1,0,0,Cluster_C
1839,18,0,2,2,5.069142593,8,0,3,0,0,0,0,Cluster_D
1008,15,1,1,2,19.91604736,1,0,2,0,0,0,0,Cluster_B
356,17,0,0,3,2.385433441,11,1,2,0,0,0,0,Cluster_D
1004,15,0,3,3,1.895369421,16,1,2,0,0,0,0,Cluster_E
683,17,0,1,2,2.727422101,0,1,0,1,0,1,0,Cluster_A
828,16,1,2,2,18.4514481,13,1,1,0,0,0,0,Cluster_C
1542,17,1,0,1,13.83011092,21,1,3,0,1,0,0,Cluster_E
985,18,1,2,1,19.25569616,18,0,4,0,0,0,0,Cluster_E
1234,15,1,0,2,7.599199045,22,0,4,0,1,1,0,Cluster_E
2010,15,0,1,1,14.41786438,14,1,4,1,1,0,0,Cluster_C
141,18,1,0,0,0.785838903,2,0,3,1,0,0,0,Cluster_B
2005,18,1,0,3,8.586455314,21,0,2,1,1,0,0,Cluster_E
1858,15,0,3,2,16.6654861,22,1,4,0,0,0,0,Cluster_E
1487,17,1,1,1,0.712243005,24,1,2,1,0,0,0,Cluster_E
2127,15,1,0,2,16.93068986,1,1,1,1,1,0,0,Cluster_A
1531,16,1,2,1,14.88098902,1,0,3,0,0,1,0,Cluster_B
1311,17,1,0,1,1.829659159,3,0,1,0,0,0,0,Cluster_C
1995,15,0,3,4,5.418184465,7,0,3,0,0,0,0,Cluster_C
712,16,1,0,1,7.88167297,23,0,1,0,1,1,0,Cluster_E
1158,15,1,1,1,8.636102016,6,1,2,0,0,0,1,Cluster_C
2143,16,0,1,2,12.97068318,25,0,3,1,1,1,0,Cluster_E
872,18,1,0,1,0.623498182,21,0,4,0,1,0,0,Cluster_E
1353,17,0,0,2,13.60092113,22,0,1,0,1,0,0,Cluster_E
11,17,0,0,1,11.85136366,11,0,1,0,0,0,0,Cluster_D
1568,18,1,0,2,1.078651657,8,0,1,0,0,0,0,Cluster_E
1526,17,1,0,3,16.56756291,2,1,2,1,0,0,0,Cluster_B
755,16,1,2,2,16.43602919,20,0,2,1,1,0,0,Cluster_E
627,15,1,0,2,19.72699846,27,0,2,1,1,0,0,Cluster_E
1557,16,0,0,1,5.041397737,6,1,2,1,0,0,1,Cluster_C
130,18,1,0,1,18.27454988,22,1,3,0,0,0,0,Cluster_E
844,17,1,0,1,17.88182739,1,0,2,0,0,0,0,Cluster_B
324,16,0,0,0,13.37506509,4,0,2,0,0,0,0,Cluster_C
1524,15,1,0,1,11.46803252,14,1,2,0,0,0,1,Cluster_D
1452,15,1,0,3,17.24669833,14,0,3,0,0,1,0,Cluster_E
1285,17,1,0,1,19.24371819,9,1,3,0,1,0,0,Cluster_C
2319,17,0,0,4,12.94140333,9,0,2,1,0,1,1,Cluster_C
15,18,1,0,1,11.19781064,9,1,2,0,0,0,0,Cluster_D
1856,16,0,0,2,14.20419697,2,1,3,0,1,0,0,Cluster_A
216,15,0,0,2,0.493945954,29,1,1,1,0,0,0,Cluster_E
1462,15,0,3,2,9.140479044,5,1,3,0,0,0,0,Cluster_C
1754,17,1,1,3,19.60103886,16,0,2,1,0,0,1,Cluster_E
1183,18,0,2,3,1.033713598,20,0,3,0,1,0,0,Cluster_E
1781,16,1,0,1,12.89812648,20,1,1,0,0,1,0,Cluster_E
1498,18,1,0,2,4.283525055,3,0,3,0,1,1,0,Cluster_B
865,18,1,1,2,19.5946867,26,1,3,0,0,0,0,Cluster_E
517,18,1,0,2,5.133233798,21,0,3,0,1,1,0,Cluster_E
598,17,1,2,2,6.488764573,21,1,1,1,0,0,1,Cluster_E
196,16,1,1,0,12.66537835,26,0,3,1,1,0,0,Cluster_E
2017,15,1,0,0,18.67717592,27,1,4,0,0,0,0,Cluster_E
289,15,0,0,2,7.468891823,4,0,2,1,0,0,0,Cluster_C
951,17,1,1,2,2.538721153,12,0,2,0,1,0,0,Cluster_E
1648,18,0,1,3,1.446967677,6,0,3,1,1,0,0,Cluster_C
1915,18,1,0,3,8.659460997,0,0,1,1,0,0,0,Cluster_C
1121,16,0,3,0,12.35389172,6,1,3,1,1,0,0,Cluster_A
550,17,0,1,1,2.79441134,1,1,2,0,1,0,0,Cluster_B
157,17,1,0,1,18.84370909,28,0,0,0,1,1,1,Cluster_E
420,16,0,1,2,19.80445069,3,0,2,0,0,0,0,Cluster_B
923,15,0,0,3,8.815098869,29,0,2,0,0,0,0,Cluster_E
1476,18,1,1,1,8.255166406,7,0,2,0,0,0,1,Cluster_D
478,18,0,0,3,16.24634665,3,0,2,0,0,0,1,Cluster_C
1447,18,0,3,2,10.05095213,29,0,3,0,1,1,0,Cluster_E
2383,16,0,0,3,13.94182277,20,0,2,0,0,0,0,Cluster_D
554,18,1,0,2,10.8477312,5,0,4,0,0,0,0,Cluster_C
1203,18,0,0,2,11.51002037,19,1,1,0,0,0,0,Cluster_E
391,17,0,3,2,18.39741868,10,0,4,0,0,0,0,Cluster_D
579,16,1,0,2,4.944121475,18,1,2,0,0,0,0,Cluster_E
2357,16,0,0,3,7.262651805,22,0,3,0,0,0,0,Cluster_D
1478,18,1,0,3,11.67716535,1,1,2,0,0,0,0,Cluster_B
2172,16,0,0,1,17.27806633,23,1,3,0,0,0,0,Cluster_E
821,17,1,0,0,4.190384486,17,0,1,0,0,1,0,Cluster_E
2290,15,0,0,0,19.09275304,12,0,2,1,0,0,1,Cluster_D
1007,18,1,0,1,1.379800174,22,0,2,0,0,0,1,Cluster_E
1249,16,1,0,2,2.606814471,17,0,3,1,0,0,1,Cluster_E
2031,17,0,1,2,10.02239402,24,1,2,0,0,0,0,Cluster_E
665,15,0,1,2,11.36638302,26,0,1,1,1,1,0,Cluster_E
2123,17,0,1,1,18.86856215,27,1,3,1,0,0,0,Cluster_E
143,18,1,2,2,8.854718554,23,1,3,0,0,0,0,Cluster_E
2083,15,0,1,1,15.49716804,21,0,2,0,0,1,0,Cluster_E
2175,15,1,0,2,2.247659499,13,1,1,1,1,1,0,Cluster_E
422,16,1,0,1,0.235597526,26,0,2,0,0,1,0,Cluster_E
800,17,1,3,2,3.074986242,2,0,2,1,0,0,0,Cluster_B
616,17,0,0,3,4.386408024,26,1,4,1,1,0,0,Cluster_E
1319,16,1,0,1,3.716641111,5,0,2,0,0,0,0,Cluster_D
296,18,1,0,2,0.767277227,24,0,4,0,0,1,0,Cluster_E
402,18,0,0,3,14.28775124,6,0,0,1,0,1,0,Cluster_B
89,18,0,0,1,16.11782338,22,0,0,1,0,1,0,Cluster_E
1845,16,1,0,2,5.451154976,27,0,2,0,0,0,0,Cluster_E
2355,16,1,0,2,1.565489615,4,1,4,1,1,0,0,Cluster_E
132,15,1,0,3,5.951414329,2,0,3,0,0,0,0,Cluster_B
1468,16,0,2,1,5.300698363,25,0,3,1,1,0,1,Cluster_E
1500,17,0,1,2,6.510066763,29,0,3,0,0,0,1,Cluster_E
1865,18,1,3,2,2.905720195,19,0,2,0,0,0,0,Cluster_E
2076,17,1,0,2,12.67070587,8,0,3,1,0,1,0,Cluster_C
1812,15,1,3,1,18.8521942,3,0,0,1,0,0,0,Cluster_C
725,15,0,2,1,11.54040803,29,0,3,0,0,0,0,Cluster_E
1315,16,0,2,1,16.20606598,0,1,3,1,0,0,0,Cluster_B
1594,18,1,3,3,3.403052823,14,0,2,0,0,0,0,Cluster_E
270,17,1,2,0,14.15895653,21,1,2,0,1,0,0,Cluster_E
1606,17,1,0,2,17.1577837,1,0,3,0,0,1,1,Cluster_B
1888,18,0,0,3,7.854702284,8,0,1,0,0,0,0,Cluster_D
918,18,1,0,1,19.52156665,23,0,2,0,0,1,1,Cluster_E
1958,17,0,1,1,5.371142812,8,0,1,0,0,0,0,Cluster_D
1320,17,0,2,3,19.55986847,19,1,2,0,0,0,0,Cluster_E
2047,16,1,3,3,10.64235945,6,0,4,1,1,0,0,Cluster_B
1832,15,0,2,2,11.56459572,19,0,3,0,0,0,0,Cluster_E
1438,15,1,0,2,2.121840999,14,1,2,0,1,0,0,Cluster_E
376,18,0,0,1,8.178544715,8,1,1,1,0,0,0,Cluster_D
334,17,1,0,2,18.60897201,29,0,2,0,1,0,1,Cluster_E
1616,17,1,0,3,1.15576394,5,0,3,0,0,0,1,Cluster_E
2248,17,1,2,1,8.033062515,25,1,2,1,0,1,0,Cluster_C
1119,15,1,0,1,15.42646286,19,0,3,1,0,1,1,Cluster_E
911,17,0,1,2,19.01212743,12,0,1,1,1,0,0,Cluster_D
777,15,1,2,1,12.06027727,1,1,2,0,1,1,1,Cluster_B
1692,16,0,2,3,11.31114966,12,1,2,0,0,0,1,Cluster_E
329,18,1,2,2,11.13636721,22,0,0,0,0,0,0,Cluster_E
1343,17,1,0,2,9.146332198,16,0,2,1,0,0,1,Cluster_E
321,18,1,0,1,1.451495961,2,0,1,1,0,0,0,Cluster_C
1821,17,0,1,2,3.30740851,26,1,2,1,1,0,0,Cluster_E
13,17,0,1,1,10.03871162,21,0,3,1,0,0,0,Cluster_E
898,18,1,0,2,13.7175255,7,0,1,0,1,0,0,Cluster_C
172,15,0,0,2,9.41569994,25,0,2,1,0,0,1,Cluster_E
261,15,1,0,2,4.214133301,6,0,1,1,0,0,0,Cluster_D
1779,18,1,0,1,6.784068625,8,1,3,0,0,1,0,Cluster_C
1965,15,1,0,4,8.098216285,10,0,1,1,0,0,0,Cluster_E
902,18,0,1,2,11.70389571,7,0,1,0,0,0,1,Cluster_C
259,18,1,0,1,0.460941768,14,0,1,1,1,0,0,Cluster_E
845,15,0,0,2,9.95738361,10,0,1,0,1,0,1,Cluster_E
139,17,1,1,2,1.328107069,7,0,3,1,0,0,0,Cluster_C
320,16,0,1,1,1.566764355,10,0,3,0,0,0,0,Cluster_D
654,15,0,2,3,1.901130737,7,0,2,0,0,0,0,Cluster_D
1906,16,1,0,0,9.3969087,13,0,3,1,0,0,1,Cluster_D
1638,15,1,0,2,6.925321016,24,0,1,0,1,0,1,Cluster_E
559,18,1,2,0,1.75149126,8,1,2,1,1,0,0,Cluster_C
140,15,1,2,3,19.78699028,17,1,3,0,0,0,0,Cluster_D
113,18,1,0,1,18.96850311,2,0,2,0,0,0,0,Cluster_B
532,18,0,0,2,15.24065442,22,0,0,1,0,1,0,Cluster_E
225,16,1,0,1,1.312015299,24,0,0,1,0,0,0,Cluster_E
724,15,0,2,1,17.69853494,14,0,3,1,1,0,1,Cluster_C
2221,18,0,0,1,0.185050449,26,0,4,0,0,0,0,Cluster_A
2352,15,0,3,2,1.889248516,2,0,0,0,1,0,0,Cluster_D
326,16,0,3,4,16.6578719,18,0,3,0,0,0,0,Cluster_E
1324,16,1,0,0,6.322097759,8,1,2,0,0,0,0,Cluster_D
1755,15,0,0,2,7.874383393,19,0,2,0,0,0,0,Cluster_E
1514,15,1,0,0,3.76117133,13,0,2,0,0,0,0,Cluster_E
715,18,1,2,2,3.009909961,23,1,1,1,1,0,0,Cluster_E
847,16,1,1,2,16.02704117,23,1,3,1,1,0,1,Cluster_E
194,17,1,1,1,18.01815461,12,0,2,0,0,0,0,Cluster_D
574,16,0,2,4,13.2474372,10,1,2,0,0,0,0,Cluster_D
947,15,1,1,3,2.358773497,2,0,3,0,0,0,0,Cluster_C
504,18,0,2,0,1.068692048,27,0,0,0,1,1,0,Cluster_E
2324,18,0,0,1,4.294702502,6,0,1,0,0,0,0,Cluster_D
1621,15,1,1,0,2.739332691,20,0,2,0,0,0,0,Cluster_E
646,15,1,3,2,7.622937641,15,0,2,1,0,1,0,Cluster_D
4,17,1,0,3,10.02882947,14,0,3,1,0,0,0,Cluster_D
1603,16,1,0,2,15.45747873,3,0,1,0,1,1,0,Cluster_B
468,15,0,0,4,5.253866198,7,0,2,0,0,0,0,Cluster_D
1346,17,0,2,1,8.487780361,0,0,3,0,0,0,0,Cluster_B
6,18,0,0,1,8.191218545,0,0,1,1,0,0,0,Cluster_B
1841,16,1,0,3,2.075494173,17,0,3,0,0,0,0,Cluster_E
2037,16,0,0,2,1.286384464,21,0,3,0,0,0,0,Cluster_E
548,18,0,0,1,14.96477612,20,0,1,1,1,1,0,Cluster_E
229,15,0,2,2,7.272228984,12,1,0,0,0,0,0,Cluster_E
1064,15,1,0,2,3.053163291,23,0,3,1,1,0,0,Cluster_E
543,17,0,2,0,8.517863101,6,1,3,1,0,0,0,Cluster_B
243,18,1,2,1,1.718207764,2,0,2,0,1,0,0,Cluster_C
899,17,0,0,3,16.66542564,10,0,4,0,0,0,0,Cluster_C
1581,18,0,0,2,4.609896747,26,0,3,1,0,0,0,Cluster_E
1161,18,0,1,4,18.81931576,16,0,4,1,1,0,0,Cluster_D
1655,16,1,0,1,6.860880116,25,0,2,0,1,0,0,Cluster_E
1519,18,1,0,2,10.37874729,20,0,3,0,1,1,1,Cluster_E
843,15,1,0,2,9.126518476,26,0,1,1,0,1,0,Cluster_E
1374,16,0,0,2,1.913802321,11,1,1,0,1,0,0,Cluster_D
1978,17,1,0,1,9.92150957,4,0,1,0,0,0,0,Cluster_D
1611,15,0,2,4,9.916389453,3,0,4,1,0,0,0,Cluster_B
277,15,0,2,3,5.357471656,23,0,0,1,1,0,0,Cluster_E
662,17,1,0,1,13.83727816,11,1,0,1,0,0,0,Cluster_D
2244,16,1,3,4,10.34922019,15,0,3,1,1,0,1,Cluster_E
2257,17,0,2,2,14.02282263,7,0,0,0,0,0,0,Cluster_E
2276,15,1,2,3,12.52489646,15,0,0,1,1,0,0,Cluster_A
315,17,0,0,2,2.187118062,5,1,1,0,1,0,0,Cluster_C
1344,15,1,0,1,16.92387732,9,0,2,0,1,0,0,Cluster_C
1668,15,0,3,4,17.52584697,13,0,3,0,0,1,0,Cluster_D
692,16,0,1,2,6.916571406,22,0,2,1,0,0,0,Cluster_E
613,18,0,1,0,0.487819862,13,0,1,1,0,0,0,Cluster_E
425,18,1,0,3,13.36038905,16,0,1,0,0,0,0,Cluster_E
595,18,1,0,3,10.07777594,7,0,2,1,0,0,0,Cluster_C
2370,16,0,3,3,2.147222369,19,0,1,0,0,0,1,Cluster_D
1766,18,1,2,2,7.801321315,7,0,2,0,0,1,0,Cluster_D
623,17,1,1,4,4.671608684,25,0,3,1,0,1,0,Cluster_E
1630,16,0,0,1,16.82713543,17,1,3,0,0,1,0,Cluster_D
1463,15,1,1,1,12.13024451,25,0,3,0,0,1,0,Cluster_E
228,16,0,0,2,8.090390489,27,0,3,0,1,0,0,Cluster_E
1561,17,1,3,2,7.821844883,20,0,3,0,0,0,0,Cluster_E
1170,17,1,2,2,15.05972386,3,0,1,0,0,0,0,Cluster_C
1847,18,1,2,2,9.699845692,11,0,3,1,0,0,1,Cluster_C
1533,16,1,3,2,1.355927917,3,1,2,0,0,1,1,Cluster_C
67,18,0,0,4,2.395199329,23,0,3,0,1,0,0,Cluster_E
1912,16,1,1,2,19.59828866,15,0,2,1,0,0,0,Cluster_D
25,18,1,0,1,7.380354648,15,0,2,0,0,0,0,Cluster_E
1236,18,0,2,0,19.61296439,2,1,0,1,0,0,0,Cluster_A
145,18,0,2,2,4.919994806,7,1,2,1,1,0,0,Cluster_D
537,18,1,2,1,4.741407823,6,0,1,0,0,1,0,Cluster_D
812,17,0,2,2,9.065235451,24,0,1,0,0,1,0,Cluster_E
1563,18,1,0,1,1.796515051,11,1,2,0,0,0,1,Cluster_E
86,17,1,2,3,3.80826992,23,0,3,0,0,0,0,Cluster_E
1255,15,1,0,1,3.981646257,20,0,2,1,0,0,0,Cluster_E
1886,16,1,0,1,17.05332306,21,1,2,0,0,0,0,Cluster_E
1848,18,0,0,1,6.111529187,10,0,2,0,0,0,0,Cluster_E
1645,15,1,3,1,1.677474771,23,0,2,1,0,0,0,Cluster_E
2104,16,0,1,1,1.595782473,5,0,2,1,1,1,0,Cluster_C
485,15,1,0,3,0.767231096,29,0,0,0,0,0,0,Cluster_E
2133,16,1,2,1,3.294680178,20,0,2,1,0,0,0,Cluster_E
2285,16,0,0,1,13.67399091,14,0,1,1,0,0,0,Cluster_A
2091,16,1,1,3,5.928814496,16,0,0,0,1,0,1,Cluster_E
1597,18,0,0,2,11.12472788,12,0,3,0,1,0,0,Cluster_D
2356,17,1,0,1,18.66826641,21,0,2,0,1,1,0,Cluster_B
363,15,1,3,2,8.093074833,29,1,0,0,0,0,0,Cluster_E
750,16,0,3,2,5.213327651,1,1,2,0,0,0,0,Cluster_C
1608,15,1,0,2,13.17710808,25,0,2,0,0,0,0,Cluster_E
1027,16,1,0,1,18.73898508,12,1,2,0,1,0,0,Cluster_D
1031,17,0,2,0,2.540671519,14,1,3,0,1,1,0,Cluster_C
2362,16,1,1,2,15.48954839,7,0,0,0,0,0,0,Cluster_A
1336,16,1,0,2,13.0335959,4,0,3,0,0,0,1,Cluster_B
1880,15,1,3,2,19.01187932,17,0,2,1,0,0,0,Cluster_D
1503,16,1,2,3,10.67450827,18,0,2,1,0,1,0,Cluster_E
666,15,1,0,1,8.790155609,14,0,3,0,0,0,0,Cluster_D
365,17,0,0,2,3.837463688,16,0,3,1,0,1,0,Cluster_E
2107,17,0,0,2,14.4302356,26,1,4,0,0,0,0,Cluster_E
1240,17,0,0,0,0.959154649,12,0,3,1,0,1,0,Cluster_D
78,18,1,1,3,18.0790613,18,1,1,1,1,0,0,Cluster_D
28,16,1,0,3,2.252184587,8,0,3,0,0,1,0,Cluster_D
2004,18,0,2,3,0.115413226,21,1,2,1,0,0,0,Cluster_E
526,17,0,2,3,15.01580462,11,0,3,0,1,0,1,Cluster_D
726,15,1,0,2,4.422952202,25,0,0,0,1,0,0,Cluster_E
56,18,0,0,1,8.847874815,25,0,2,0,1,0,0,Cluster_E
639,16,0,0,4,4.598367417,24,1,2,0,1,1,1,Cluster_E
303,17,1,3,2,17.43103713,17,0,2,0,0,0,0,Cluster_E
719,18,0,1,1,9.812271518,1,0,3,1,0,0,0,Cluster_B
1691,16,0,1,2,8.359984338,8,1,3,1,0,1,0,Cluster_C
625,15,0,2,1,0.756402731,8,0,3,1,0,0,1,Cluster_C
8,15,1,1,4,15.42449631,22,1,1,1,0,0,0,Cluster_E
1281,16,0,2,1,12.85666782,5,0,4,1,1,0,0,Cluster_B
804,15,1,1,2,14.18361408,14,1,2,0,1,0,0,Cluster_D
1050,15,0,1,2,11.02634781,23,0,2,1,0,0,0,Cluster_E
337,15,0,0,1,0.451371664,3,0,2,1,0,0,0,Cluster_C
48,17,0,0,2,6.04553401,15,0,2,0,0,0,0,Cluster_E
2061,15,0,2,3,0.377617572,23,0,2,0,0,0,1,Cluster_E
107,16,0,3,1,2.809980196,18,0,0,1,0,0,1,Cluster_E
350,17,1,0,0,12.25368689,4,0,2,0,0,0,0,Cluster_C
1080,15,0,2,2,17.19708981,25,0,3,1,0,0,0,Cluster_E
239,17,0,1,4,9.705112083,23,1,2,0,0,0,0,Cluster_E
214,17,0,1,1,8.476163703,14,1,2,0,0,0,0,Cluster_E
1145,18,0,0,2,2.618625043,18,1,4,0,1,0,0,Cluster_E
1740,17,0,0,1,9.657888732,16,0,2,1,1,0,0,Cluster_E
1951,18,1,2,1,8.315721241,1,0,1,1,0,1,1,Cluster_B
794,18,1,1,4,17.90200058,14,0,3,0,0,0,1,Cluster_D
1097,16,1,0,1,1.392917355,3,1,2,1,0,0,0,Cluster_B
1640,16,0,0,1,14.1862859,10,0,4,1,1,1,0,Cluster_B
1567,15,0,0,0,8.636873846,18,0,2,1,0,0,0,Cluster_E
2130,18,0,1,1,2.779198105,13,0,2,1,1,0,1,Cluster_E
346,17,1,1,3,10.11618445,12,0,3,0,0,0,0,Cluster_E
524,17,0,1,1,5.545168327,9,1,2,0,1,0,0,Cluster_C
233,18,1,0,0,3.514304917,17,0,1,0,1,0,1,Cluster_E
645,18,0,0,2,7.08847984,19,0,2,1,0,1,0,Cluster_E
2079,17,1,3,4,15.41629043,9,0,1,1,0,0,0,Cluster_D
1429,16,0,0,2,9.030940456,16,0,3,0,0,1,0,Cluster_E
534,15,1,3,4,16.81570144,24,0,3,0,1,1,1,Cluster_E
2080,18,1,3,0,6.544423663,23,1,2,1,0,0,0,Cluster_E
604,16,0,2,4,10.36436631,12,0,0,0,0,1,0,Cluster_E
1490,15,1,2,2,11.17681742,2,0,2,0,1,0,0,Cluster_B
1678,17,1,2,2,13.79642143,6,0,3,0,1,1,0,Cluster_C
1427,17,0,2,2,17.22464455,13,0,2,1,1,0,0,Cluster_C
1075,15,0,0,0,18.42915472,19,0,2,0,1,1,0,Cluster_E
1816,17,1,1,2,4.074347866,17,0,3,1,0,0,0,Cluster_E
61,17,1,1,1,12.26340721,10,0,0,1,0,1,0,Cluster_E
1756,18,0,0,2,4.548434574,15,0,2,1,0,0,0,Cluster_E
93,16,0,0,2,9.697174794,1,1,3,0,0,0,0,Cluster_A
667,16,0,0,1,1.344812681,17,1,3,1,1,0,0,Cluster_E
1737,15,1,0,1,17.4492563,10,0,4,0,0,0,1,Cluster_D
2153,15,0,0,1,6.754215494,4,1,1,0,0,1,1,Cluster_C
281,18,1,2,2,12.15525537,21,0,4,0,0,0,1,Cluster_E
1554,18,1,0,1,5.682082985,11,1,4,1,0,0,0,Cluster_D
360,17,0,1,2,14.02586684,11,0,2,0,0,0,0,Cluster_E
1576,17,1,0,2,3.929653048,5,0,3,0,0,0,0,Cluster_D
1544,15,1,1,2,9.914340202,10,0,1,0,0,0,0,Cluster_D
1398,17,0,3,1,5.371592087,17,0,2,1,0,0,0,Cluster_E
1628,15,1,0,1,19.84031939,10,1,3,0,1,1,1,Cluster_B
848,16,0,1,2,8.210096427,21,0,0,1,0,1,0,Cluster_E
1207,15,1,0,0,13.25812505,15,0,2,0,0,0,0,Cluster_E
1914,16,1,0,1,12.24317318,19,0,3,0,1,0,0,Cluster_E
111,18,0,1,1,10.89763372,4,1,3,0,0,0,0,Cluster_B
43,16,1,3,2,18.75409231,12,1,4,0,0,0,0,Cluster_C
126,18,1,0,2,8.606328561,14,0,4,1,0,0,0,Cluster_C
205,18,0,0,2,8.619661257,18,0,1,1,0,0,0,Cluster_E
1474,16,1,0,2,4.27473376,13,0,1,0,0,0,0,Cluster_E
53,17,1,0,1,18.94855996,22,0,4,0,0,1,0,Cluster_E
546,18,0,1,2,18.61665728,14,0,3,0,0,1,0,Cluster_D
69,18,1,3,2,5.690239195,21,1,3,0,0,1,0,Cluster_E
1585,16,0,0,2,0.392210649,17,0,0,0,0,0,0,Cluster_E
1767,16,1,3,1,17.27154006,22,0,1,1,0,0,0,Cluster_E
2106,18,1,0,2,18.85825423,8,1,1,0,0,1,0,Cluster_C
1726,16,0,0,2,18.25168436,18,1,2,1,0,0,0,Cluster_E
1425,18,0,0,2,8.367260769,16,0,4,1,0,1,0,Cluster_E
184,17,1,1,2,17.5072648,9,1,4,1,1,0,0,Cluster_B
138,15,0,3,2,7.251664252,18,0,0,1,0,1,1,Cluster_E
900,17,1,2,1,4.999179625,26,1,1,0,0,0,0,Cluster_E
797,15,1,2,0,3.232753876,13,0,2,0,1,0,0,Cluster_E
133,15,0,2,1,15.78581309,4,1,2,0,1,0,0,Cluster_A
81,17,0,3,1,1.010149417,6,0,1,0,1,0,0,Cluster_D
2116,16,1,0,2,10.97683511,1,0,0,0,0,0,0,Cluster_C
759,15,0,1,3,5.250172085,1,0,3,1,0,0,0,Cluster_B
542,16,0,1,2,18.44615551,11,0,0,0,1,0,0,Cluster_D
1020,15,0,0,3,6.33368712,8,1,2,1,0,0,0,Cluster_C
1593,18,1,2,2,7.971184483,8,0,1,0,0,1,0,Cluster_D
984,15,0,2,0,15.66580185,19,1,0,0,1,0,0,Cluster_E
